"seq","market","asset","outcome","book_side","level","price","size","notional_usd","cumulative_size","cumulative_notional_usd","captured_at","due_local","slug","token"
"2","15:35-15:40","BTC","Up","Bid","42","0.05","1321","66.05","29617.17","7162.7009","2026-07-04T15:34:31.5905435+03:00","2026-07-04 15:34:30","btc-updown-5m-1783168500","50189468093894605700587764741221506504526160353704003773924071907031658693950"
"2","15:35-15:40","BTC","Up","Bid","43","0.04","1481.75","59.27","31098.92","7221.9709","2026-07-04T15:34:31.5905435+03:00","2026-07-04 15:34:30","btc-updown-5m-1783168500","50189468093894605700587764741221506504526160353704003773924071907031658693950"
"2","15:35-15:40","BTC","Up","Bid","44","0.03","12140.82","364.2246","43239.74","7586.1955","2026-07-04T15:34:31.5905435+03:00","2026-07-04 15:34:30","btc-updown-5m-1783168500","50189468093894605700587764741221506504526160353704003773924071907031658693950"
"2","15:35-15:40","BTC","Up","Bid","45","0.02","3100.74","62.0148","46340.48","7648.2103","2026-07-04T15:34:31.5905435+03:00","2026-07-04 15:34:30","btc-updown-5m-1783168500","50189468093894605700587764741221506504526160353704003773924071907031658693950"
"2","15:35-15:40","BTC","Up","Bid","46","0.01","13915.47","139.1547","60255.95","7787.365","2026-07-04T15:34:31.5905435+03:00","2026-07-04 15:34:30","btc-updown-5m-1783168500","50189468093894605700587764741221506504526160353704003773924071907031658693950"
"2","15:35-15:40","ETH","Down","Ask","1","0.56","199.64","111.7984","199.64","111.7984","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","2","0.57","287.16","163.6812","486.8","275.4796","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","3","0.58","326.6","189.428","813.4","464.9076","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","4","0.59","176","103.84","989.4","568.7476","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","5","0.6","119.7","71.82","1109.1","640.5676","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","6","0.61","178.7","109.007","1287.8","749.5746","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","7","0.62","185.42","114.9604","1473.22","864.535","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","8","0.63","122","76.86","1595.22","941.395","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","9","0.64","141.44","90.5216","1736.66","1031.9166","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","10","0.65","300.57","195.3705","2037.23","1227.2871","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","11","0.66","57","37.62","2094.23","1264.9071","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","12","0.67","90","60.3","2184.23","1325.2071","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","13","0.68","115","78.2","2299.23","1403.4071","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","14","0.69","65","44.85","2364.23","1448.2571","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","15","0.7","221.66","155.162","2585.89","1603.4191","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","16","0.71","32.23","22.8833","2618.12","1626.3024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","17","0.72","80","57.6","2698.12","1683.9024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","18","0.73","120","87.6","2818.12","1771.5024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","19","0.74","125","92.5","2943.12","1864.0024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","20","0.75","20","15","2963.12","1879.0024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","21","0.76","195","148.2","3158.12","2027.2024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","22","0.77","90","69.3","3248.12","2096.5024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","23","0.78","35","27.3","3283.12","2123.8024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","24","0.79","187","147.73","3470.12","2271.5324","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","25","0.8","207","165.6","3677.12","2437.1324","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","26","0.81","37","29.97","3714.12","2467.1024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","27","0.82","12","9.84","3726.12","2476.9424","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","28","0.83","7","5.81","3733.12","2482.7524","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","29","0.84","35","29.4","3768.12","2512.1524","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","30","0.85","1635","1389.75","5403.12","3901.9024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","31","0.86","20","17.2","5423.12","3919.1024","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","32","0.87","67","58.29","5490.12","3977.3924","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","33","0.88","67","58.96","5557.12","4036.3524","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","34","0.89","22","19.58","5579.12","4055.9324","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","35","0.9","2872","2584.8","8451.12","6640.7324","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","36","0.91","632.56","575.6296","9083.68","7216.362","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","37","0.92","584.5","537.74","9668.18","7754.102","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","38","0.93","747","694.71","10415.18","8448.812","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","39","0.94","836.65","786.451","11251.83","9235.263","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","40","0.95","735","698.25","11986.83","9933.513","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","41","0.96","1112.5","1068","13099.33","11001.513","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","42","0.97","11170","10834.9","24269.33","21836.413","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","43","0.98","1095","1073.1","25364.33","22909.513","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Ask","44","0.99","9426","9331.74","34790.33","32241.253","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","1","0.54","24.94","13.4676","24.94","13.4676","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","2","0.53","47.36","25.1008","72.3","38.5684","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","3","0.52","32.87","17.0924","105.17","55.6608","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","4","0.51","261","133.11","366.17","188.7708","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","5","0.5","1245","622.5","1611.17","811.2708","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","6","0.49","251","122.99","1862.17","934.2608","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","7","0.48","40","19.2","1902.17","953.4608","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","8","0.47","47","22.09","1949.17","975.5508","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","9","0.46","23.52","10.8192","1972.69","986.37","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","10","0.45","95.42","42.939","2068.11","1029.309","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","11","0.44","182.3","80.212","2250.41","1109.521","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","12","0.43","112.08","48.1944","2362.49","1157.7154","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","13","0.42","126.6","53.172","2489.09","1210.8874","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","14","0.41","166","68.06","2655.09","1278.9474","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","15","0.4","109.7","43.88","2764.79","1322.8274","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","16","0.39","148.7","57.993","2913.49","1380.8204","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","17","0.38","148.42","56.3996","3061.91","1437.22","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","18","0.37","85","31.45","3146.91","1468.67","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","19","0.36","104.44","37.5984","3251.35","1506.2684","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","20","0.35","263.57","92.2495","3514.92","1598.5179","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","21","0.34","50","17","3564.92","1615.5179","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","22","0.33","90","29.7","3654.92","1645.2179","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","23","0.32","115","36.8","3769.92","1682.0179","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","24","0.31","65","20.15","3834.92","1702.1679","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","25","0.3","221.66","66.498","4056.58","1768.6659","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","26","0.29","32.23","9.3467","4088.81","1778.0126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","27","0.28","80","22.4","4168.81","1800.4126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","28","0.27","120","32.4","4288.81","1832.8126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","29","0.26","125","32.5","4413.81","1865.3126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","30","0.25","20","5","4433.81","1870.3126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","31","0.24","195","46.8","4628.81","1917.1126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","32","0.23","90","20.7","4718.81","1937.8126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","33","0.22","35","7.7","4753.81","1945.5126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","34","0.21","187","39.27","4940.81","1984.7826","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","35","0.2","207","41.4","5147.81","2026.1826","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","36","0.19","37","7.03","5184.81","2033.2126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","37","0.18","12","2.16","5196.81","2035.3726","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","38","0.17","7","1.19","5203.81","2036.5626","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","39","0.16","35","5.6","5238.81","2042.1626","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","40","0.15","1635","245.25","6873.81","2287.4126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","41","0.14","20","2.8","6893.81","2290.2126","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","42","0.13","67","8.71","6960.81","2298.9226","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","43","0.12","67","8.04","7027.81","2306.9626","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","44","0.11","22","2.42","7049.81","2309.3826","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","45","0.1","2872","287.2","9921.81","2596.5826","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","46","0.09","632.56","56.9304","10554.37","2653.513","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","47","0.08","584.5","46.76","11138.87","2700.273","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","48","0.07","747","52.29","11885.87","2752.563","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","49","0.06","836.65","50.199","12722.52","2802.762","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","50","0.05","735","36.75","13457.52","2839.512","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","51","0.04","1112.5","44.5","14570.02","2884.012","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","52","0.03","11175","335.25","25745.02","3219.262","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","53","0.02","1095","21.9","26840.02","3241.162","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Down","Bid","54","0.01","9436","94.36","36276.02","3335.522","2026-07-04T15:34:31.9741222+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","85501899996232535590898924752999595820741514949757606949996988198176173493492"
"2","15:35-15:40","ETH","Up","Ask","1","0.46","24.94","11.4724","24.94","11.4724","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","2","0.47","47.36","22.2592","72.3","33.7316","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","3","0.48","32.87","15.7776","105.17","49.5092","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","4","0.49","261","127.89","366.17","177.3992","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","5","0.5","1245","622.5","1611.17","799.8992","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","6","0.51","251","128.01","1862.17","927.9092","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","7","0.52","40","20.8","1902.17","948.7092","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","8","0.53","47","24.91","1949.17","973.6192","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","9","0.54","23.52","12.7008","1972.69","986.32","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","10","0.55","95.42","52.481","2068.11","1038.801","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
"2","15:35-15:40","ETH","Up","Ask","11","0.56","182.3","102.088","2250.41","1140.889","2026-07-04T15:34:32.2875180+03:00","2026-07-04 15:34:30","eth-updown-5m-1783168500","89240876031890617033449772563001314724996464056439000749962373027271843726238"
