source,seq,market,asset,side,due_at,snapshot_at_utc,age_seconds,token,level,price,size,notional_usd
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,4,0.83,22,18.26000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,5,0.84,15,12.60000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,6,0.85,107.33,91.23050000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,7,0.86,42,36.12000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,8,0.87,37,32.19000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,9,0.88,64,56.32000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,10,0.89,30,26.70000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,11,0.9,355.58,320.02200000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,12,0.91,600,546.00000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,13,0.92,600,552.00000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,14,0.93,600,558.00000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,15,0.94,675,634.50000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,16,0.95,965,916.75000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,17,0.96,675,648.00000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,18,0.97,6250,6062.50000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,19,0.98,1195,1171.10000000
server_paper_live_shadow_stored_asks,5,14:05-14:10,SOL,Up,2026-07-04 14:04:30+03,2026-07-04 14:04:31.020342+03,1.020,60271127949284611149651840590673765367764701498481727539668634689421391266898,20,0.99,10581,10475.19000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,1,0.8,207,165.60000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,2,0.81,37,29.97000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,3,0.82,12,9.84000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,4,0.83,7,5.81000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,5,0.84,35,29.40000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,6,0.85,1635,1389.75000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,7,0.86,20,17.20000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,8,0.87,67,58.29000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,9,0.88,67,58.96000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,10,0.89,22,19.58000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,11,0.9,2872,2584.80000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,12,0.91,627,570.57000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,13,0.92,547,503.24000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,14,0.93,747,694.71000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,15,0.94,828.32,778.62080000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,16,0.95,725,688.75000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,17,0.96,1100,1056.00000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,18,0.97,11170,10834.90000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,19,0.98,1085,1063.30000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,ETH,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.25336+03,0.253,89441234672070252604787777433643483150894408841769862481000709891347923307967,20,0.99,9431,9336.69000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,1,0.8,100.9,80.72000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,2,0.81,22,17.82000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,3,0.82,27,22.14000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,4,0.83,22,18.26000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,5,0.84,22,18.48000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,6,0.85,107.33,91.23050000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,7,0.86,42,36.12000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,8,0.87,37,32.19000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,9,0.88,64,56.32000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,10,0.89,30,26.70000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,11,0.9,355.58,320.02200000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,12,0.91,600,546.00000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,13,0.92,600,552.00000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,14,0.93,600,558.00000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,15,0.94,675,634.50000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,16,0.95,965,916.75000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,17,0.96,675,648.00000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,18,0.97,6250,6062.50000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,19,0.98,1180,1156.40000000
server_paper_live_shadow_stored_asks,6,14:10-14:15,SOL,Up,2026-07-04 14:09:30+03,2026-07-04 14:09:30.252381+03,0.252,55878050029516013108528085996153384392123678122152045984055252802978791586439,20,0.99,10571,10465.29000000
