"source","seq","market","asset","side","due","captured_at","token","level","price","size","notional_usd","asks_0_99_levels","depth_to_99_usd"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.9752835+03:00","71764134347778220285092130637510878854844874116432372570674148229257575299326","4","0.54","80","43.2","49","22627.4645"
"direct_clob_monitor_stored_top5","4","14:00-14:05","SOL","Up","2026-07-04 13:59:30","2026-07-04T13:59:30.9752835+03:00","71764134347778220285092130637510878854844874116432372570674148229257575299326","5","0.55","136","74.8","49","22627.4645"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.2865342+03:00","111491324935915046484744611108041068906714582159370873125356664562078042601992","1","0.51","25.19","12.8469","49","51965.8966"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.2865342+03:00","111491324935915046484744611108041068906714582159370873125356664562078042601992","2","0.52","90","46.8","49","51965.8966"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.2865342+03:00","111491324935915046484744611108041068906714582159370873125356664562078042601992","3","0.53","171","90.63","49","51965.8966"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.2865342+03:00","111491324935915046484744611108041068906714582159370873125356664562078042601992","4","0.54","185.04","99.9216","49","51965.8966"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.2865342+03:00","111491324935915046484744611108041068906714582159370873125356664562078042601992","5","0.55","736.46","405.053","49","51965.8966"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.0105422+03:00","36403816217547888655498879371066924471258740958959972656612330079883747808590","1","0.5","78.9","39.45","50","52770.4036"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.0105422+03:00","36403816217547888655498879371066924471258740958959972656612330079883747808590","2","0.51","610.88","311.5488","50","52770.4036"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.0105422+03:00","36403816217547888655498879371066924471258740958959972656612330079883747808590","3","0.52","545","283.4","50","52770.4036"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.0105422+03:00","36403816217547888655498879371066924471258740958959972656612330079883747808590","4","0.53","437.03","231.6259","50","52770.4036"
"direct_clob_monitor_stored_top5","5","14:05-14:10","BTC","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.0105422+03:00","36403816217547888655498879371066924471258740958959972656612330079883747808590","5","0.54","430.55","232.497","50","52770.4036"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.6575154+03:00","112482322781871143908491631802716909925926854535294140057384711547926891287281","1","0.5","1118","559","50","32701.9938"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.6575154+03:00","112482322781871143908491631802716909925926854535294140057384711547926891287281","2","0.51","227.1","115.821","50","32701.9938"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.6575154+03:00","112482322781871143908491631802716909925926854535294140057384711547926891287281","3","0.52","210","109.2","50","32701.9938"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.6575154+03:00","112482322781871143908491631802716909925926854535294140057384711547926891287281","4","0.53","5","2.65","50","32701.9938"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Down","2026-07-04 14:04:30","2026-07-04T14:04:30.6575154+03:00","112482322781871143908491631802716909925926854535294140057384711547926891287281","5","0.54","20","10.8","50","32701.9938"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.4889604+03:00","65893570286879572298885604680509874765292370831008882555413750642819586763472","1","0.51","40.1","20.451","49","32288.1538"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.4889604+03:00","65893570286879572298885604680509874765292370831008882555413750642819586763472","2","0.52","220","114.4","49","32288.1538"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.4889604+03:00","65893570286879572298885604680509874765292370831008882555413750642819586763472","3","0.53","220","116.6","49","32288.1538"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.4889604+03:00","65893570286879572298885604680509874765292370831008882555413750642819586763472","4","0.54","240","129.6","49","32288.1538"
"direct_clob_monitor_stored_top5","5","14:05-14:10","ETH","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.4889604+03:00","65893570286879572298885604680509874765292370831008882555413750642819586763472","5","0.55","118.76","65.318","49","32288.1538"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Down","2026-07-04 14:04:30","2026-07-04T14:04:31.0048895+03:00","48403130206715092552212319935379331158389624820309189157393649081621070544793","1","0.5","150","75","50","23057.3341"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Down","2026-07-04 14:04:30","2026-07-04T14:04:31.0048895+03:00","48403130206715092552212319935379331158389624820309189157393649081621070544793","2","0.51","55","28.05","50","23057.3341"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Down","2026-07-04 14:04:30","2026-07-04T14:04:31.0048895+03:00","48403130206715092552212319935379331158389624820309189157393649081621070544793","3","0.52","55","28.6","50","23057.3341"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Down","2026-07-04 14:04:30","2026-07-04T14:04:31.0048895+03:00","48403130206715092552212319935379331158389624820309189157393649081621070544793","4","0.53","40.32","21.3696","50","23057.3341"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Down","2026-07-04 14:04:30","2026-07-04T14:04:31.0048895+03:00","48403130206715092552212319935379331158389624820309189157393649081621070544793","5","0.54","25","13.5","50","23057.3341"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.8240357+03:00","60271127949284611149651840590673765367764701498481727539668634689421391266898","1","0.52","55","28.6","48","22979.0145"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.8240357+03:00","60271127949284611149651840590673765367764701498481727539668634689421391266898","2","0.53","85","45.05","48","22979.0145"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.8240357+03:00","60271127949284611149651840590673765367764701498481727539668634689421391266898","3","0.54","75","40.5","48","22979.0145"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.8240357+03:00","60271127949284611149651840590673765367764701498481727539668634689421391266898","4","0.55","136","74.8","48","22979.0145"
"direct_clob_monitor_stored_top5","5","14:05-14:10","SOL","Up","2026-07-04 14:04:30","2026-07-04T14:04:30.8240357+03:00","60271127949284611149651840590673765367764701498481727539668634689421391266898","5","0.56","79","44.24","48","22979.0145"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.2428416+03:00","87794889117291834546734687910429417908634427800053301323697464360122911833478","1","0.5","319","159.5","50","53177.9491"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.2428416+03:00","87794889117291834546734687910429417908634427800053301323697464360122911833478","2","0.51","103.44","52.7544","50","53177.9491"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.2428416+03:00","87794889117291834546734687910429417908634427800053301323697464360122911833478","3","0.52","382.3","198.796","50","53177.9491"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.2428416+03:00","87794889117291834546734687910429417908634427800053301323697464360122911833478","4","0.53","528.45","280.0785","50","53177.9491"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.2428416+03:00","87794889117291834546734687910429417908634427800053301323697464360122911833478","5","0.54","645.55","348.597","50","53177.9491"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.0083762+03:00","104493381801638360251846252933764571144184698279456514075765089583033816420713","1","0.51","653.88","333.4788","49","52633.4932"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.0083762+03:00","104493381801638360251846252933764571144184698279456514075765089583033816420713","2","0.52","392.25","203.97","49","52633.4932"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.0083762+03:00","104493381801638360251846252933764571144184698279456514075765089583033816420713","3","0.53","427.45","226.5485","49","52633.4932"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.0083762+03:00","104493381801638360251846252933764571144184698279456514075765089583033816420713","4","0.54","397.55","214.677","49","52633.4932"
"direct_clob_monitor_stored_top5","6","14:10-14:15","BTC","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.0083762+03:00","104493381801638360251846252933764571144184698279456514075765089583033816420713","5","0.55","993.54","546.447","49","52633.4932"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.7043540+03:00","42309445243726635463957924506945234257447001913296250590971928734673847465463","1","0.49","152.37","74.6613","51","32299.6941"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.7043540+03:00","42309445243726635463957924506945234257447001913296250590971928734673847465463","2","0.5","16","8","51","32299.6941"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.7043540+03:00","42309445243726635463957924506945234257447001913296250590971928734673847465463","3","0.51","210","107.1","51","32299.6941"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.7043540+03:00","42309445243726635463957924506945234257447001913296250590971928734673847465463","4","0.52","210","109.2","51","32299.6941"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Down","2026-07-04 14:09:30","2026-07-04T14:09:30.7043540+03:00","42309445243726635463957924506945234257447001913296250590971928734673847465463","5","0.53","215","113.95","51","32299.6941"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.4859061+03:00","89441234672070252604787777433643483150894408841769862481000709891347923307967","1","0.52","1210","629.2","48","32740.2508"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.4859061+03:00","89441234672070252604787777433643483150894408841769862481000709891347923307967","2","0.53","220","116.6","48","32740.2508"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.4859061+03:00","89441234672070252604787777433643483150894408841769862481000709891347923307967","3","0.54","225","121.5","48","32740.2508"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.4859061+03:00","89441234672070252604787777433643483150894408841769862481000709891347923307967","4","0.55","129.32","71.126","48","32740.2508"
"direct_clob_monitor_stored_top5","6","14:10-14:15","ETH","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.4859061+03:00","89441234672070252604787777433643483150894408841769862481000709891347923307967","5","0.56","200.94","112.5264","48","32740.2508"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Down","2026-07-04 14:09:30","2026-07-04T14:09:31.1022754+03:00","22542406411837320634865573874475971646017675679974291271247377604486524537887","1","0.51","75","38.25","49","23017.2445"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Down","2026-07-04 14:09:30","2026-07-04T14:09:31.1022754+03:00","22542406411837320634865573874475971646017675679974291271247377604486524537887","2","0.52","55","28.6","49","23017.2445"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Down","2026-07-04 14:09:30","2026-07-04T14:09:31.1022754+03:00","22542406411837320634865573874475971646017675679974291271247377604486524537887","3","0.53","85","45.05","49","23017.2445"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Down","2026-07-04 14:09:30","2026-07-04T14:09:31.1022754+03:00","22542406411837320634865573874475971646017675679974291271247377604486524537887","4","0.54","80","43.2","49","23017.2445"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Down","2026-07-04 14:09:30","2026-07-04T14:09:31.1022754+03:00","22542406411837320634865573874475971646017675679974291271247377604486524537887","5","0.55","136","74.8","49","23017.2445"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.8875840+03:00","55878050029516013108528085996153384392123678122152045984055252802978791586439","1","0.5","90","45","50","22987.5825"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.8875840+03:00","55878050029516013108528085996153384392123678122152045984055252802978791586439","2","0.51","63","32.13","50","22987.5825"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.8875840+03:00","55878050029516013108528085996153384392123678122152045984055252802978791586439","3","0.52","55","28.6","50","22987.5825"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.8875840+03:00","55878050029516013108528085996153384392123678122152045984055252802978791586439","4","0.53","25","13.25","50","22987.5825"
"direct_clob_monitor_stored_top5","6","14:10-14:15","SOL","Up","2026-07-04 14:09:30","2026-07-04T14:09:30.8875840+03:00","55878050029516013108528085996153384392123678122152045984055252802978791586439","5","0.54","25","13.5","50","22987.5825"
